Patient_ID,NPHP3,SAMD13,STC1,THEM6,TNFRSF12A,ASNS,FAM89A,ACAT1,HPGD,SLC7A8,TRIB3,APPL2,LRRC75B,BAMBI,FGFR3,DMXL2,CCL20,SERPINE2,CDK10,SON,FCGBP,IQGAP2,LUC7L3,BCKDHB,LYAR,NAAA,SKAP2,BHLHE40,IGFBP5,SNX14,HOMER1,PAPLN
TCGA-A6-2672-01,-0.1575,-1.1683,0.2718,1.1809,-0.191,-0.786,-0.2876,-0.1413,-0.4289,-1.3875,-0.2781,-1.346,-0.8921,-0.0144,-2.1799,0.7347,-0.5449,-1.4083,-0.0779,0.463,-0.955,0.2649,1.4119,0.3134,-1.1155,-1.2971,-1.2854,1.2198,0.3767,-0.263,0.9296,0.2312
TCGA-A6-2674-01,1.5836,-1.9146,2.155,0.0627,0.1707,0.4543,1.0904,-1.5609,0.6989,0.3257,0.5467,-0.6481,-0.813,0.7179,-0.0892,0.142,-0.6326,0.3623,0.7861,-0.3568,0.4547,-1.7341,-0.9183,-0.9073,-1.197,0.1897,0.9737,1.1794,1.5831,-0.1971,1.0617,1.0396
TCGA-A6-2676-01,-1.2059,-0.8778,0.8978,0.0802,0.4223,0.5379,0.0691,0.4928,3.6164,-1.5033,1.4889,-1.9472,-1.9062,0.4501,-0.1724,1.5277,-2.4183,-2.094,-1.6627,0.0199,-1.4322,0.5627,0.5528,0.2082,0.1171,-0.4322,0.607,0.4575,-0.3178,3.2885,0.8164,-1.1756
TCGA-A6-2677-01,-0.4916,1.0345,-1.5613,-2.2556,0.0051,0.1022,0.4671,-0.3806,0.2428,-0.0189,0.2359,0.3183,-0.4821,-0.1938,0.8441,-3.1698,-0.7405,-0.4384,0.4906,-0.1855,-1.6912,0.2887,1.5172,1.2014,0.845,1.4144,-2.499,-0.9589,-1.415,-0.7896,0.6763,-0.5388
TCGA-A6-2678-01,-1.5975,1.0854,-0.0029,0.7988,-0.4767,-0.9361,0.1894,1.7043,-0.7128,0.2605,0.7577,-0.7086,-1.9461,-0.7328,-0.8221,-0.176,-0.1937,-0.9424,-1.738,-0.6264,-0.0249,0.0712,0.4434,-0.984,-0.1359,1.2702,0.0287,-0.914,0.1631,-2.9567,0.0958,0.1737
TCGA-A6-2683-01,0.8617,0.7068,-0.6324,-1.2638,-0.0379,1.2902,2.177,-0.7424,-0.9014,-1.5191,0.5537,-4.833,-2.9127,0.1861,-0.25,0.5956,-0.2698,-0.6607,-0.4731,-2.4497,-0.7578,-0.2888,-0.1761,-1.2007,-0.1886,-0.6161,0.9713,-2.078,-1.5306,-0.9741,-1.1764,-1.3597
TCGA-A6-3807-01,-0.9425,-0.5207,-0.3657,0.9966,0.6878,-0.3583,0.5122,0.6344,0.8673,1.224,-0.2046,-1.0235,-0.2698,-0.1104,-0.7772,-1.2231,-0.2321,0.2154,-0.0569,-0.4417,-1.0979,-0.9909,0.8834,0.0105,1.1693,-0.8886,1.8692,1.4872,0.2132,0.8684,0.5145,-0.5929
TCGA-A6-3808-01,0.1623,0.655,1.1436,-0.4832,0.6179,-0.339,0.3632,0.7856,0.0526,0.9598,-0.5196,-0.741,-0.7205,0.5711,-0.3761,-0.7425,-0.2505,0.6899,-0.9661,-0.0809,0.7247,-0.3325,-1.1058,0.5796,-0.2397,-0.8872,0.5436,0.5194,1.2281,0.9491,0.4419,0.5992
TCGA-A6-3809-01,-1.0358,-2.3359,0.0387,0.2515,0.8792,-1.215,1.382,0.0099,1.1038,0.2241,-0.0252,-0.6637,-0.9557,-0.8086,-0.468,0.3726,0.2799,-1.5684,0.5455,0.6945,-0.6637,-0.3342,-1.262,-1.4533,2.1542,-0.7928,-1.6836,0.4414,-0.6825,-0.9626,0.9166,0.4565
TCGA-A6-3810-01,2.0785,-0.087,2.2511,-0.2954,-0.1976,-0.2705,1.2972,-1.9194,0.0188,-0.1623,1.1261,-0.5595,-0.4046,-0.1797,-0.1747,-1.5417,0.0088,0.4704,0.0149,0.1948,-2.8548,-1.1463,-0.461,-0.3993,-0.6857,0.9104,1.8461,0.363,1.6032,3.1452,-0.9536,0.2308
TCGA-AA-3514-01,0.4075,0.4877,-0.3807,-2.2656,4.3423,-2.2428,-1.1341,-1.7073,-1.5699,-2.81,-3.6711,-1.7719,-2.2248,-1.6484,-2.6432,1.9403,-2.1025,-0.542,-1.0965,-3.1959,-3.0814,-2.6392,-0.6978,-1.6657,-2.4463,0.1193,1.5397,1.8578,-0.1481,-1.0368,0.008,0.3606
TCGA-AA-3516-01,-2.5252,-0.2764,-0.1529,0.8218,0.308,-0.4975,0.5032,0.6986,3.8083,-1.2571,-1.2413,-1.1496,-3.0649,0.3151,-1.4054,-0.8178,-1.4521,0.0449,-1.4404,-0.6278,1.02,0.279,-0.7843,-0.5741,-0.0171,-0.2152,-0.7963,0.3221,0.8029,1.2614,1.7918,-1.0033
TCGA-AA-3517-01,1.3192,-1.9305,0.4247,-0.6385,-1.2772,0.3636,1.7016,0.1942,-0.71,-0.395,-1.1198,-0.1068,1.2424,0.3053,0.3886,0.3515,1.8122,-0.1415,-0.1181,-0.9113,0.4241,-0.9432,3.1139,-1.6318,-1.1836,0.0608,-0.8858,1.3505,0.1333,-0.7813,0.2279,0.5017
TCGA-AA-3518-01,0.6138,-1.5013,0.6244,1.1025,-1.2145,-0.8466,0.1512,2.1926,-0.64,-2.0346,-0.3837,-0.7055,-0.0448,0.4143,-0.2736,1.0568,0.6735,-0.5529,0.3466,-0.4307,0.3983,1.0892,1.4218,-0.7501,-0.3901,-1.5135,-0.7896,-0.1769,-0.9584,0.4522,0.4194,-0.5633
TCGA-AA-3519-01,-0.7418,-2.0885,0.8514,-1.0185,0.3316,1.0723,-1.936,-3.0175,-1.3469,-2.572,-0.6887,-2.0714,-0.613,0.5145,0.9015,-2.1714,1.2903,-0.897,0.0344,-1.3234,-0.1989,-1.0117,-1.3784,-2.2239,-0.0207,-1.9381,-1.6939,-0.3443,0.4074,-2.3371,-0.4021,-0.6168
TCGA-AA-3520-01,-1.2251,0.3606,0.9018,1.5614,-0.0942,-0.0671,0.2578,-0.279,-0.0047,0.1859,1.6121,-0.323,-1.3542,-0.2156,-0.9533,-0.999,-0.53,-0.3104,0.4626,-0.9497,0.4977,0.2213,-0.7138,0.35,0.5705,0.2352,-0.1128,-1.4841,1.5265,0.5099,0.2003,0.4993
TCGA-AA-3521-01,-0.5777,-0.9432,-0.4895,0.6245,-1.0869,0.2085,1.4784,-0.5051,-0.5037,-0.5277,0.5036,1.0363,-1.0471,-1.3946,0.3451,-0.8109,-0.2988,0.8973,2.275,-0.3804,0.4063,-0.3504,0.6037,-1.323,-0.9756,-0.1971,-0.0119,-0.1851,-0.0265,-1.2329,-0.9739,-0.9193
TCGA-AA-3522-01,-0.5602,0.8187,-1.8833,-0.3523,-0.8384,-0.3986,0.6097,-0.866,0.2821,0.0767,-0.1741,0.9045,-0.6588,-0.4825,-0.5819,-0.8637,0.8143,-0.1517,-0.5439,-1.9775,0.9997,0.6658,-1.0405,0.8004,-2.5278,0.4484,0.3232,-0.3883,-0.7704,1.1609,-1,0.1428
TCGA-AA-3524-01,-2.2525,1.3647,0.0455,1.7862,0.2068,0.1443,0.6245,0.041,1.58,0.0575,-0.2805,-1.0257,-0.0255,-1.3976,-0.7657,-1.5893,1.0186,-0.5443,-0.8876,-2.1454,-0.9009,-0.8659,-1.3156,1.4825,1.1373,0.6069,-1.962,1.456,-0.5581,-0.9544,-1.4492,-0.9167
TCGA-AA-3525-01,-0.88,0.2213,-0.2138,-1.0495,-0.6847,0.4307,0.7263,1.6498,1.728,-1.3795,0.3273,1.0187,-1.3894,-0.0503,0.2551,0.9581,-0.0791,-0.3333,0.1708,-0.3412,0.8805,1.7832,-1.248,0.5794,-0.7258,1.6242,0.2995,-1.3286,-0.1888,1.5284,-0.0806,-0.6976
TCGA-AA-3526-01,2.0263,0.3282,0.3813,0.9382,-0.9915,0.2935,1.8749,-1.8556,-0.2808,-0.9768,-0.9465,1.0951,1.0317,0.6292,0.1019,1.2374,0.0785,0.0047,0.8629,1.5135,1.0341,0.4221,2.1978,-1.5427,-0.8296,0.4142,0.7845,-0.1503,0.0174,-2.5077,-0.4209,-0.1045
TCGA-AA-3527-01,-0.524,-0.3647,-1.0958,3.1995,0.8917,-0.0974,0.7146,-1.0386,-0.5852,-1.2359,1.41,0.1645,0.4964,-0.6097,0.5731,0.1993,0.5029,-0.7106,-0.3015,-1.514,-2.4359,-0.887,0.6971,-2.1233,0.0798,0.062,-1.0714,-1.8331,-0.9172,-2.5925,0.4579,0.4929
TCGA-AA-3529-01,-0.8784,0.8787,-1.0167,0.4887,0.2745,1.7576,0.9102,0.7978,1.4271,0.8892,1.709,0.9516,0.5324,2.667,2.6749,0.7171,-0.556,0.2565,0.3209,-0.4473,0.8243,-0.8448,-0.0002,0.3322,0.2635,1.8211,-0.5367,-1.6717,-0.2296,-1.0384,1.0639,1.5369
TCGA-AA-3530-01,1.9133,0.1181,-1.6027,-0.0197,-0.3369,0.8554,1.4381,1.2919,-1.0642,-0.3722,2.0577,0.2154,0.1817,-0.6347,0.1978,-0.6807,0.599,0.7816,0.4043,-0.8702,-0.0872,-0.2747,1.0845,0.2908,0.7055,0.6829,-0.8062,-1.0571,-0.9735,-0.9395,-0.4071,0.1102
TCGA-AA-3531-01,1.8206,0.8462,-0.1288,-1.3132,-0.9743,0.6285,-1.1389,1.9484,-1.2969,-2.6752,0.3324,0.0983,1.021,-1.0935,0.4364,-1.5345,-0.3252,-2.0508,-0.657,-1.6413,-0.4368,-0.6973,0.9592,2.0394,-0.7019,0.7969,-0.2625,-1.3969,-0.8253,0.1787,-0.1981,-1.3551
TCGA-AA-3532-01,-0.8087,0.7519,0.0467,1.2713,1.2819,-1.2985,-3.4122,2.2655,0.069,1.0315,1.0448,-1.7136,-2.6075,-1.0069,0.1036,-2.1624,-1.0778,-0.732,0.8881,-0.5799,0.4199,-0.9016,-0.1372,-0.2744,1.7415,-1.5527,0.6714,-0.7397,0.8716,1.8284,-0.3295,1.282
TCGA-AA-3534-01,-0.3095,0.2701,0.5785,1.5155,-0.8722,-0.7701,-0.2452,-2.5205,0.4186,2.0317,-0.524,0.6973,1.0044,2.1948,2.6698,-1.6418,1.0545,0.0182,-0.5221,0.4283,0.0162,-2.4846,0.7322,1.7865,-0.4254,-0.6257,0.0811,-0.1186,0.3829,0.8033,-0.7961,3.2686
TCGA-AA-3538-01,-0.3984,0.4907,-0.4583,0.7933,1.0414,1.4606,-0.108,0.3742,0.5313,1.7239,-0.0299,0.0713,1.7627,1.7558,2.8181,-0.2464,-0.4133,0.6421,-0.5888,-0.7515,0.1402,-1.1314,-1.0761,1.3398,2.4977,1.9609,0.0232,-0.4883,0.203,0.6467,-0.0631,0.6121
TCGA-AA-3542-01,-1.4884,2.647,-0.3691,1.7282,0.3316,-0.15,1.701,0.4364,1.5001,1.6839,0.0275,0.349,-0.7664,-0.2273,0.2924,-1.445,-1.5208,-0.3997,0.0567,-2.5194,-1.41,-0.2006,-1.6739,1.0582,0.4147,-0.3751,0.3278,-2.4161,-0.4294,0.3797,0.5689,1.651
TCGA-AA-3543-01,-0.6139,-0.5924,-1.0869,1.4411,-0.6315,-1.3771,-0.0525,-0.6534,1.1481,-0.5219,-0.2725,1.117,0.6158,-0.2466,0.2037,1.3634,0.1524,-0.8614,0.5259,0.9752,0.3046,1.4725,-0.0739,-0.8763,-0.146,0.9747,0.6518,0.1208,-0.6069,0.3517,-0.2475,-0.6906
TCGA-AA-3544-01,1.7954,-0.5736,-1.6008,0.1935,-0.8523,1.1597,-1.9535,0.5352,-1.4265,-0.5277,1.7701,0.7252,-1.9809,-0.0778,-0.5492,-0.6786,0.1449,-0.2401,1.4816,0.4314,-0.2437,0.7001,0.3069,0.4086,-2.8894,-0.4047,-0.6922,-1.0259,-1.809,0.603,0.1125,-1.999
TCGA-AA-3548-01,0.4706,0.4542,-1.4707,2.2786,0.1663,0.0782,0.1523,-0.3636,-1.3565,-0.8117,0.4781,0.986,0.0742,0.4519,1.8221,-0.3904,-0.2092,-0.0009,0.351,0.4101,-0.6845,0.6793,-0.7658,1.4351,-0.6476,-0.5446,0.4378,-0.0852,0.0928,0.1251,-1.188,0.9096
TCGA-AA-3549-01,0.5002,-1.1469,1.8083,0.0053,-0.8167,-2.5288,-0.3216,-1.5483,-1.2718,0.2847,-0.6453,0.9911,0.7834,0.5831,-1.3849,-2.3444,1.0707,-0.0396,-2.1538,-0.2564,-0.3056,-0.0289,-0.1829,-0.5435,-1.2084,-0.7237,-0.5262,1.3234,2.4643,0.9434,-2.4079,-1.0656
TCGA-AA-3552-01,1.1969,0.4949,-0.2625,0.4437,0.7682,-0.9624,1.4646,1.1158,0.1829,1.5673,0.1198,0.913,-0.4307,-0.2197,0.5088,-0.7104,0.3134,-2.1808,0.2172,0.3124,0.4262,0.1501,0.0128,1.1731,-2.2237,1.6459,0.36,-0.5374,-1.0051,0.6327,-0.7373,-0.6512
TCGA-AA-3553-01,-1.247,-0.0268,-0.0864,3.3923,2.5646,1.053,-0.2209,1.1188,1.8834,2.4263,1.2198,-1.5738,0.1623,1.2881,1.5652,-3.1601,0.0466,0.2795,2.1845,-0.7672,-0.7949,-1.9654,-0.0623,0.9834,1.5849,-0.6249,-0.5688,-1.0112,0.2268,-0.0076,0.0776,1.5638
TCGA-AA-3554-01,-0.0599,-1.6314,0.6247,-1.0685,1.0928,-1.3019,-0.7557,0.4209,0.693,-0.8464,-0.4648,0.3734,-0.6652,0.8541,-0.0148,1.8429,0.1249,-0.2791,-0.6171,1.3646,-0.0383,1.4879,-0.4368,1.2907,0.7468,-0.9668,1.8309,2.071,0.5339,1.4402,-1.1495,-0.1336
TCGA-AA-3555-01,-0.473,0.2183,1.0009,-0.0951,0.9136,0.389,0.2371,0.9899,-1.3868,0.1808,-0.5259,-0.9709,-1.3483,0.3132,-0.0664,-0.5316,-1.0825,0.0976,1.6558,0.9609,1.902,0.6971,-0.4953,1.8524,-0.6083,-1.5916,0.3895,0.973,-0.1227,1.1568,0.4086,-0.4152
TCGA-AA-3556-01,-1.1389,0.7192,-0.9178,-0.7109,0.1058,0.258,-0.602,-0.8523,-0.2852,-0.6623,-0.176,-0.3276,-0.2655,0.4612,-0.8075,-0.3262,0.5971,1.1419,-1.1492,-0.3865,0.7614,0.2974,-0.2094,0.1521,-0.6962,-0.3483,0.7933,-0.1558,-0.8204,1.4147,-0.7446,-0.8805
TCGA-AA-3558-01,-0.8208,0.8462,-0.3955,1.3956,-0.252,-0.4503,1.6438,-0.9477,0.621,-0.1683,1.058,-0.3273,0.1323,-1.7551,-0.0777,0.5307,-1.7523,0.8289,-0.7709,-0.3216,-0.2507,0.7243,-0.3601,2.445,0.746,1.2644,-1.1445,-1.829,-2.5239,0.3995,-1.7628,-1.3191
TCGA-AA-3560-01,-0.4099,0.3809,-0.1743,-0.0062,1.5449,-0.2098,0.6473,0.4977,-0.8744,-0.535,-0.7812,-0.073,0.2374,0.4921,0.029,0.2345,0.88,-0.8406,0.2382,-0.9925,-0.0548,-1.4771,-0.6733,1.1026,0.1816,-0.3783,-0.9153,-0.4668,-1.0795,0.2125,0.6597,-0.6132
TCGA-AA-3561-01,1.3604,0.6383,-0.9816,0.5212,0.7349,-0.3522,1.3104,-1.2025,1.0015,1.1666,-0.5856,-1.5201,-0.7814,0.2294,0.0851,0.4513,0.1149,0.1163,-0.3421,-0.162,-0.011,-0.733,-0.3359,0.6185,-0.0852,-0.3166,-0.1736,0.2657,-0.2324,0.2059,-0.2555,-0.9625
TCGA-AA-3562-01,-0.7352,1.2665,0.3435,2.4679,-0.0096,-0.4946,0.059,0.4364,0.726,1.3873,1.4226,-0.3,0.188,-1.0205,-0.348,-1.7599,0.1495,-1.0694,-0.4647,-0.6577,0.3918,-0.9276,-0.6845,1.2788,0.0993,0.446,0.9766,-0.3952,-0.1386,0.6179,-1.0566,0.1016
TCGA-AA-3664-01,1.2907,-0.5415,0.0113,3.1211,-1.4725,0.1429,0.4565,-0.6568,-1.1446,-0.5391,-0.0521,-0.2753,0.5177,0.2818,-1.833,2.1429,-1.2744,-0.2326,0.4135,0.6544,-0.1043,0.6487,1.8663,-0.4432,-2.6891,-0.3548,1.1137,0.429,-1.4536,0.1919,0.9347,-1.6738
TCGA-AA-3666-01,0.2012,-0.5706,0.9529,0.9821,-0.3319,1.5643,3.077,-0.3193,-0.4456,-1.0843,2.0659,-0.5387,0.6537,-0.3076,-0.8424,-0.5871,0.0088,0.4658,1.8781,-1.4574,-1.2029,0.9282,-0.8263,-0.0808,-0.5182,-0.4539,-0.4127,-0.0365,-0.427,-0.3677,-1.5748,-0.4035
TCGA-AA-3667-01,0.7065,0.4634,-0.377,1.05,-0.2659,1.4894,0.9887,-0.2872,0.0666,-0.2387,1.321,0.1265,0.5798,-1.4856,0.5843,-1.6066,0.6405,-0.064,0.1359,-0.3753,-0.8676,-1.2678,1.4937,0.1691,0.8531,1.124,0.4153,-0.8071,-0.0181,-1.1678,-0.2148,-0.4719
TCGA-AA-3672-01,-0.1197,-2.4801,0.9802,-0.0851,-0.5602,-0.511,-0.5977,0.5507,-0.4549,-0.8102,0.484,-0.6862,-0.1468,1.0202,-2.0314,0.9892,0.9032,-1.1129,0.0619,0.3768,0.2917,0.5981,-0.1096,-1.4422,0.6682,-0.423,-0.8691,0.2309,0.1563,-1.2551,-0.2656,-1.6646
TCGA-AA-3673-01,-0.9195,0.9572,-1.5863,1.1299,0.9197,-1.1631,0.5154,1.5433,0.9283,1.2531,1.2603,-0.5015,-0.0231,0.0658,1.0041,-1.5106,-0.3605,0.9602,1.9119,0.9738,1.1565,0.1272,-1.3629,0.5242,0.1273,-0.3847,-0.0221,-0.4145,0.0174,0.0781,-0.5726,1.4279
TCGA-AA-3675-01,-0.2837,1.1022,-0.2321,-0.1935,0.0406,0.8935,-0.92,1.4845,-1.2457,-0.7139,2.0057,-0.5225,-0.5078,0.616,-0.4591,-0.814,0.2594,-0.3138,-0.8601,-1.0905,-0.892,-0.17,-0.6119,0.7551,-0.7429,-0.9807,0.9228,-0.4975,-0.1533,0.6228,-2.0494,-0.3756
TCGA-AA-3678-01,0.9369,-0.411,-0.4144,0.652,0.5355,0.5518,0.7523,-0.0207,-0.4028,0.1401,-0.8474,0.2359,1.7769,1.8804,0.5618,-1.6684,0.7953,0.2052,2.2131,1.6702,0.3334,-0.427,0.4491,0.2234,0.1654,0.065,-0.1283,-0.0874,-0.3617,-1.0821,-0.3701,1.5043
TCGA-AA-3679-01,0.0586,-0.282,-1.0441,1.8396,0.9571,0.0178,1.8934,-0.7687,0.6366,1.1792,1.4842,0.3174,1.6172,-0.5813,-0.6438,-0.1504,-1.4167,1.309,0.2367,-1.0376,-0.0452,0.2314,-0.6759,0.8006,-1.8007,0.6048,1.404,-1.2703,-0.2179,1.8383,-0.7344,0.4069
TCGA-AA-3680-01,-0.1049,0.9752,-1.1712,0.192,-0.9166,-0.788,-0.3809,-2.3673,-0.5009,0.8334,-2.5008,0.9073,1.2195,0.3609,0.5903,-0.1287,-1.0264,0.598,1.8794,1.2159,1.5625,0.8737,-0.4338,0.8771,-2.3692,-1.0662,1.1365,-0.7149,-1.1373,1.1626,-1.6742,0.079
TCGA-AA-3681-01,-0.5333,-0.6322,-0.0777,1.6958,-0.7599,0.2236,0.4714,-0.991,-0.526,0.1306,-0.1102,1.0593,-0.1714,0.6316,-0.734,0.0457,0.7771,0.8518,-0.3532,0.6578,0.5053,0.7035,0.5913,-0.6728,0.3478,-0.4075,0.2813,1.5605,-0.1337,-1.4241,1.2794,-0.9241
TCGA-AA-3684-01,1,0.1313,1.4197,1.4501,1.8955,0.2698,0.2127,0.4734,1.3396,-0.3061,0.5362,0.9772,0.0651,0.4258,1.1376,1.0641,-0.3574,1.8159,1.4905,0.5016,0.768,1.4807,-1.8038,0.0578,-1.4508,1.1835,0.5085,0.2203,1.9523,0.6863,-0.7431,0.7341
TCGA-AA-3685-01,-1.2015,0.5616,-0.142,-0.2065,0.6179,1.6503,0.8858,-0.2522,1.249,0.64,0.3769,-0.1992,0.3201,0.4921,-0.6727,-0.7908,-0.1146,0.1542,0.5633,-2.4668,0.4063,-1.0343,-0.8092,1.0499,0.6767,0.3277,1.5458,-1.0589,0.2615,0.8296,-0.0762,0.3749
