Patient_ID,NPHP3,SAMD13,STC1,THEM6,TNFRSF12A,ASNS,FAM89A,ACAT1,HPGD,SLC7A8,TRIB3,APPL2,LRRC75B,BAMBI,FGFR3,DMXL2,CCL20,SERPINE2,CDK10,SON,FCGBP,IQGAP2,LUC7L3,BCKDHB,LYAR,NAAA,SKAP2,BHLHE40,IGFBP5,SNX14,HOMER1,PAPLN
TCGA-AG-3584-01,-0.0977,0.2484,-0.551,2.1767,1.6739,0.6871,-0.0353,-0.3908,1.1072,-1.4727,0.6882,2.1865,0.9293,-0.7154,-0.067,0.1119,-0.0296,0.4519,-0.5573,-2.275,0.0249,-0.237,0.274,-1.9346,-0.3187,2.1502,0.0285,-1.6217,0.0145,-3.0194,0.7271,0.473
TCGA-AG-3586-01,0.0065,0.6425,-0.5259,2.3161,0.1286,-0.516,-2.033,-0.454,0.6647,0.8245,1.2437,-0.9746,-1.6923,1.386,1.0531,1.1756,-0.4656,0.4265,-0.5578,-0.3767,0.4909,-0.392,0.6934,1.939,0.5782,0.8191,-1.8044,0.2006,-0.9694,-0.1946,0.8099,0.5556
TCGA-AG-3587-01,-0.2096,1.4651,-1.4523,0.7978,0.7516,-0.2888,2.0265,0.0834,-0.2814,-0.1312,-0.0144,1.2824,-1.4195,-1.6878,-1.9786,-0.7304,0.3533,0.5312,1.0802,-2.6504,1.009,0.6331,-2.2616,-0.4192,0.1926,0.9367,1.2172,-1.1282,-0.257,-1.1118,-0.2279,-0.3832
TCGA-AG-3593-01,2.1854,-0.2841,-1.3819,-1.1659,-1.3743,0.8442,0.6616,1.1941,-1.894,-0.91,-1.5718,-1.2775,-0.7517,0.9826,0.6326,-0.7608,2.2636,-1.9854,0.0223,0.4971,-0.6427,0.2197,1.9213,1.426,-0.8459,0.2639,0.4679,-0.4897,-0.4515,-0.792,-1.2925,0.5992
TCGA-AG-3594-01,0.1409,0.542,-0.5558,-1.9495,0.2287,-0.4206,-1.2974,-2.6989,-0.06,0.3099,-0.3898,1.5131,1.1258,-0.2061,-0.8413,0.7023,-1.0893,1.1261,-0.1031,0.0059,1.3398,0.9518,-0.6391,-0.5212,-0.4242,0.2862,-0.5922,-0.154,-1.3174,-0.3232,-0.225,-0.8869
TCGA-AG-3598-01,-0.236,1.2082,-0.6292,0.5791,1.1837,1.0354,-0.1588,0.4209,-0.7134,-0.1964,2.2652,0.0225,-1.8077,-0.177,-0.9304,-0.1815,0.1632,0.1813,0.0031,-0.3333,-0.9424,-1.0169,0.545,1.5316,0.7302,0.6958,-3.0133,-1.8295,-1.0054,-0.4913,0.5065,-0.8859
TCGA-AG-3599-01,-0.8257,0.6996,-1.2716,1.2478,0.0836,-1.1022,1.0486,-1.096,0.1345,-0.3027,0.9249,-0.389,-0.1607,1.7994,0.3476,-1.29,0.0188,1.3148,-0.9383,-2.0396,0.8266,-1.0881,0.6,0.4342,-0.3281,-1.1931,-1.1343,0.5033,-0.5628,0.004,-0.3781,0.5254
TCGA-AG-3600-01,-0.9711,0.9225,-0.0669,3.4697,-0.9821,-0.5566,0.2069,-0.7162,-1.1082,-0.3224,-0.9645,-0.7325,0.9862,0.9164,-0.5686,-1.5341,0.0744,-1.0682,-1.6816,-1.8387,0.0732,1.046,1.4738,-1.1654,0.1252,-0.7472,1.8341,-0.1035,-0.2851,-1.5419,1.8462,1.3318
TCGA-AG-3601-01,-0.5904,0.6844,0.1764,2.2082,-0.4093,-0.0866,-0.0025,0.5507,-0.3418,-0.9299,0.3385,-1.0232,0.0587,-1.5097,-0.1647,-1.2731,-0.4508,-0.3812,-0.6961,-1.1451,-1.0391,0.7472,0.6231,2.8616,0.821,0.9124,0.6524,-0.4012,0.0914,1.6355,0.8425,-0.1656
TCGA-AG-3602-01,-0.0868,2.2558,-0.0769,-0.0577,1.9926,1.2676,-0.1615,0.7438,2.0478,-0.5281,0.0746,-1.5517,-2.2505,-0.0866,-0.5637,-1.0826,-0.7522,0.482,3.3552,-0.5505,0.3183,-1.1019,-0.372,-1.3285,-1.8332,-1.2018,-0.423,-1.7185,-0.2315,-1.7718,0.143,0.1146
TCGA-AG-3605-01,2.1706,0.6704,-0.5486,1.2653,-0.9149,0.9201,0.4613,1.5647,-0.2517,-0.8191,0.376,1.3509,-0.6244,-0.6317,-2.1688,0.9267,0.8997,-0.9928,-0.2204,-1.4969,-0.1586,-0.5835,-0.2108,0.7486,0.4825,-0.1271,-1.6632,-1.5437,-1.6488,0.102,0.4572,-1.0998
TCGA-AG-3608-01,0.0784,0.3262,-1.3829,0.263,0.0972,0.8328,-0.3698,0.3688,0.9116,0.4593,-0.9013,0.7593,-0.2575,-1.4612,0.0559,1.0696,1.1924,-0.5522,0.1561,0.3233,0.3044,0.303,1.2304,0.6176,0.718,1.0186,-1.2188,-1.7111,-0.1254,0.4176,0.3026,1.4494
TCGA-AG-3609-01,-0.5838,-1.9022,0.5741,-1.6338,-0.8032,0.8241,-0.9714,0.3095,0.1735,0.1564,0.9402,0.6487,0.5237,-0.4503,-1.1366,-0.3293,0.4693,1.1502,-1.7655,0.2181,-1.6991,0.0204,1.1859,0.6764,0.508,0.0437,1.1295,-0.8571,1.305,0.4044,0.8701,0.9906
TCGA-AG-3611-01,1.5771,2.1089,-2.4284,-0.7024,-2.5202,0.2035,-0.6497,-2.0439,0.4619,0.6065,-0.6289,1.3497,0.1117,-1.3267,-0.2076,0.0381,0.1741,-0.2009,3.2616,-0.0954,2.1709,0.2508,-0.5501,0.9094,-2.4069,-0.8711,1.7718,-0.4383,-1.6777,1.2384,-1.4311,-0.0701
TCGA-AG-3612-01,0.4964,0.2232,0.1739,1.8791,-0.6034,1.7994,-0.5765,0.7302,0.2368,0.0213,2.3713,-0.8848,0.273,-0.6421,-0.2358,-1.4571,-0.1674,0.9981,-1.1366,-1.0938,-1.4485,0.2639,0.8713,0.7649,0.5976,0.8625,0.626,-0.4846,0.7628,1.3801,0.7975,1.7346
TCGA-AG-3726-01,0.8941,-0.4117,0.2183,-0.9981,-0.1385,2.1993,-1.9906,0.2988,-1.4388,1.0117,1.7418,-0.4603,0.6474,0.9687,-0.087,0.239,0.3963,0.6184,-2.741,0.3177,-1.7477,-1.3196,0.7576,-1.2993,1.7848,0.4552,-0.7247,-1.402,0.0948,-0.2745,1.6241,0.4053
TCGA-AG-3727-01,-0.4428,0.5703,-0.4733,2.9718,-0.1818,0.9322,1.9687,-1.6295,-0.9351,-0.3282,0.7922,-0.9172,0.275,1.327,1.1745,-3.0694,1.0093,-1.4417,1.0844,0.7544,0.5035,0.2332,1.003,-0.1028,0.7999,-0.1096,0.1758,-0.9438,-0.017,-1.0112,-0.9456,0.7397
TCGA-AG-3728-01,-0.0171,0.8714,-0.2658,-0.1136,-0.5402,-1.4358,1.1678,0.2088,1.3238,0.8892,0.7001,-0.3304,0.6027,-0.6837,-1.4485,-1.0232,0.5218,0.1324,-0.757,-1.3978,0.0452,-0.7935,-0.1783,1.2123,-0.9947,0.0881,0.8617,-1.0704,1.3187,2.5486,-0.8926,1.0653
TCGA-AG-3878-01,-0.2393,0.261,-0.3241,-0.5196,0.0781,0.2271,-0.4138,1.3892,0.5154,-0.0053,0.5573,-0.3961,-1.2048,-0.2676,-0.6951,-0.4812,-0.249,0.586,-0.2537,-0.5248,0.7866,-0.5366,-0.2968,-1.9127,-1.2943,0.4978,0.4243,0.3043,1.2713,0.2273,-1.5363,0.5216
TCGA-AG-3881-01,0.2298,-1.2005,2.5963,1.3717,0.4759,1.1181,1.0608,-1.0877,-1.5815,-1.8267,0.8472,0.3203,-0.5414,0.3366,-1.5762,-0.7667,-0.5039,1.1472,-0.7895,-2.1099,0.573,-0.7858,-0.3391,-0.0754,-0.1116,-2.1541,0.6255,1.189,1.2876,1.4279,0.3745,0.2414
TCGA-AG-3882-01,1.4432,-0.4598,-0.6941,-0.3703,-0.8686,0.4713,0.3012,-0.366,0.7396,0.1462,-0.7465,1.3864,1.365,-1.1412,0.4697,-0.4763,1.038,0.7482,-0.2881,-0.0884,-1.9318,0.309,0.7731,0.8298,-0.1594,0.2466,0.8798,0.0667,0.194,0.8066,-0.4456,1.3324
TCGA-AG-3883-01,1.5776,-0.0316,1.3575,-0.7349,1.7757,0.9305,-0.2998,0.5984,0.6884,0.1285,-0.2809,1.2255,-0.8498,-0.4242,-1.3493,1.0213,-0.3217,-0.18,-1.5861,-1.2161,-0.8613,-1.3975,0.1491,1.1512,0.0778,-0.8027,-0.0952,-0.3461,0.4705,1.7237,1.3418,1.7656
TCGA-AG-3885-01,-0.0758,0.2407,-1.3115,0.2615,-1.5513,2.5172,-0.3348,-1.8532,0.0907,0.741,0.1659,-0.1403,1.0384,0.3463,-0.8395,-0.1118,0.6685,0.7342,1.0618,0.9942,0.0875,1.5881,0.713,-0.6705,0.1167,-0.6786,0.9383,-0.2562,-0.8129,-0.2976,-0.6858,-0.3987
TCGA-AG-3887-01,-0.8707,1.2626,0.2173,1.1494,-1.6112,-0.2406,-0.1281,0.3207,-1.225,0.6451,0.2694,-1.6301,-0.5584,-0.1292,0.0637,-0.7428,0.2578,-1.351,0.1506,-0.3305,0.382,-1.1071,0.5199,0.6303,1.0327,-0.6404,-2.9999,-0.6823,-1.1655,-1.8995,-0.2155,-0.6311
TCGA-AG-3890-01,0.2846,-0.6204,0.3876,-0.0697,0.4675,-1.3037,-0.1875,-0.8193,0.53,0.1915,0.1193,0.9417,1.0297,-0.6516,-1.1193,-1.4734,1.745,0.005,-0.8194,0.8954,0.8413,-0.3593,1.6905,0.2302,-1.6272,0.9677,-1.0653,0.6836,-0.1992,-0.4764,-1.143,0.8326
TCGA-AG-3892-01,-0.0763,1.2136,-0.0754,-0.3473,0.6306,0.9489,-1.2528,-0.4171,0.198,-0.3514,-0.5395,-0.753,-0.6414,0.9593,-0.2588,-0.2637,1.0849,-1.0165,-1.0406,-1.1535,0.5715,-1.3653,-0.3779,1.3794,-1.2899,-1.1917,0.555,0.1359,-1.3136,0.4193,-0.2221,0.7055
TCGA-AG-3893-01,-0.0242,0.5397,0.1461,-1.6143,0.0687,-1.2865,0.7624,-0.686,1.3791,0.6516,-0.5884,0.7394,0.5158,-0.5174,-0.6224,-0.9086,-0.3788,0.4277,-0.4083,0.4258,0.5603,0.7393,0.8482,0.2214,-2.3291,2.3326,1.699,0.4093,1.0258,0.2462,0.0435,0.3924
TCGA-AG-3894-01,-2.8998,1.4463,-0.9401,1.1974,0.3791,-1.1764,0.1502,-1.9607,-1.1563,0.3508,0.2118,-0.1455,0.4956,2.6074,1.9684,-0.147,-0.244,1.5298,-1.1691,-0.9835,-0.7608,-2.53,0.6715,1.3602,-0.9193,-0.615,-0.4656,-0.9002,0.0013,0.3814,0.5261,0.5058
TCGA-AG-3896-01,-1.7111,1.2701,-1.0776,0.4368,-1.4106,0.1421,-0.4164,-0.4156,0.0462,-0.3226,-0.143,-0.4194,-1.2736,-0.3929,-0.7343,-1.444,-0.557,0.376,-1.4659,-0.5214,0.6808,0.0643,0.208,0.4663,-0.2162,0.9546,0.0621,-0.7108,0,0.5297,-0.4674,0.2053
TCGA-AG-3898-01,0.6538,-0.0149,0.1277,0.4482,0.5505,0.94,0.1104,1.0886,-1.2516,-2.2894,0.4713,-0.9396,-0.4094,-0.6562,-0.6762,0.4651,-0.6649,0.1042,-1.0986,-0.7633,-2.3549,-1.1037,0.8231,0.1028,0.2351,-1.5387,-1.4126,-0.2292,0.2867,-0.2424,0.2917,0.2939
TCGA-AG-3901-01,0.6017,0.7678,1.0876,-1.055,0.409,-0.459,-1.0472,-0.03,-1.4427,0.0586,-1.394,-0.2026,-0.1725,0.2612,-0.6624,-0.0807,-0.7717,0.8226,-0.5177,0.18,1.4003,-0.0729,-0.2617,0.9673,-1.7845,-0.6108,-0.2154,0.8776,2.1177,0.196,-0.1647,1.077
TCGA-AG-3902-01,1.0532,-0.5854,-0.3002,0.629,-0.5069,0.6332,0.942,0.0979,0.2476,-0.4814,-0.3854,0.3103,1.0226,1.474,-0.9113,0.5497,-0.572,0.9154,-0.3797,0.0476,0.4444,0.6291,1.3537,-0.0621,-1.8048,0.6915,-0.4548,0.8281,-0.7394,-0.455,0.5972,-0.1195
TCGA-AG-3909-01,-0.8866,0.7023,-1.4961,-0.5885,2.2356,1.0501,-0.8267,-1.8197,0.6651,-0.232,1.9797,2.7716,-0.2382,-0.6408,0.594,0.2884,-0.5981,2.3396,0.1566,0.1649,0.595,0.9874,-0.6051,-0.1062,-1.5133,0.9409,1.5602,-0.1861,-0.0177,1.596,0.6459,-0.2741
TCGA-AG-3999-01,0.7065,0.7529,-0.8213,1.6254,-0.1951,0.7133,-0.7255,-1.4471,-0.3696,1.1738,0.0174,-0.2355,1.9849,1.5056,1.3353,-2.343,-0.5717,1.0981,-0.4649,0.2195,-0.8613,-2.2924,0.2084,-1.8555,-0.4327,-0.4137,1.1079,-1.258,0.0818,-0.8283,0.201,-0.1195
TCGA-AG-4001-01,1.322,0.8254,0.2911,-0.3913,0.1197,0.0483,-0.4228,-0.4847,-0.5069,-0.8638,1.3603,0.4348,0.2552,-1.3499,-2.1206,0.3184,0.187,-0.0493,-1.5207,0.5568,-2.1526,-1.7253,1.722,0.0517,-1.1913,0.13,0.0668,0.4519,0.7351,0.6887,0.357,0.6748
TCGA-AG-4005-01,1.6824,-0.0345,-0.9917,0.9596,-1.2625,-0.3363,1.604,-0.7891,-0.34,-0.3305,1.2816,0.0617,-1.0518,0.152,-1.1477,-1.3149,0.1697,0.2527,-2.6159,0.5548,-0.2831,0.3083,2.3912,0.9802,-0.7275,-0.532,-0.2961,0.4634,-0.2804,-1.5452,1.2903,0.121
TCGA-AG-4007-01,-0.7253,1.084,-0.4508,1.504,0.7707,0.5249,0.8986,-1.5959,0.3413,0.1904,1.1465,-0.0099,0.6968,-1.3104,-1.0004,-1.0511,1.7589,0.74,-1.3901,-0.9919,0.458,-1.0558,1.4405,2.3957,-0.3139,0.7382,1.2909,2.0064,0.0266,0.7209,0.7395,0.6979
TCGA-AG-4008-01,-0.1158,-0.4871,0.4622,-0.4367,0.467,-0.4628,-0.3004,-0.1209,-0.3593,0.6023,0.4999,-0.3012,0.2916,1.353,-0.0961,-0.5074,-1.4046,1.2799,-1.5233,-0.8808,0.5109,-0.0339,0.8989,-0.9727,0.1552,-0.422,-0.0283,0.7148,1.1635,-0.399,0.336,0.4414
TCGA-AG-4015-01,-1.0572,0.0414,-0.2751,-0.0652,-0.2512,-0.2166,0.3489,-0.739,-0.6277,-1.8023,0.8132,-0.5129,0.7822,1.0504,-0.6721,0.3357,-0.1627,0.4187,0.0149,-0.8582,-0.335,-0.4522,0.6432,-0.1161,-1.0401,-1.2895,0.8222,-0.353,-0.8785,0.4786,-0.09,-0.5706
TCGA-AG-A002-01,0.8667,-2.3535,2.0531,0.5746,0.0074,1.9357,0.5387,1.4854,-1.4531,0.2335,1.3184,-0.0005,1.1349,3.033,0.5208,-1.0674,1.012,1.2168,1.1697,1.4009,-2.6546,1.5695,0.7557,-2.4745,-1.3803,-3.2338,0.2875,0.5345,-0.7464,1.2351,0.2496,-1.3721
TCGA-AG-A008-01,-0.0944,0.3019,-1.4311,1.0475,-1.7185,-0.6573,-0.5781,-1.5979,-0.9918,1.1814,-1.2521,-1.1971,0.0631,0.5946,0.2955,-2.3344,0.8942,-0.8057,3.4812,1.5496,2.4187,0.835,-0.1553,-1.2011,-0.7571,-0.9238,-0.7522,-1.0263,-2.7491,-2.7268,0.185,-0.3356
TCGA-AG-A00C-01,1.0323,-0.757,-1.2192,0.267,-0.7366,0.5121,-0.9698,0.291,-0.5565,-0.0886,2.1189,-0.7638,-1.0071,0.1279,-0.4142,-1.5103,-0.1023,-0.422,0.2498,1.3752,-0.8647,0.6668,2.3981,-0.4997,0.5741,0.5226,1.0663,1.0711,-0.4211,-0.3734,0.4253,-1.4821
TCGA-AG-A00H-01,0.1047,-0.6257,0.0234,0.9551,-2.5507,-0.236,1.8897,-1.417,-1.7428,1.1439,0.5835,-1.7605,1.7579,1.9156,0.8711,-1.6411,2.2339,0.5379,0.095,0.4585,-0.448,0.0997,-0.6528,0.5181,-0.8037,-0.7667,-0.2312,1.8513,-0.5241,1.488,-0.1219,-0.8254
TCGA-AG-A00Y-01,0.4728,-0.4687,-1.4991,0.5047,-1.3269,-1.1634,2.1086,-1.3469,-0.8104,0.65,0.5896,-0.8399,1.7398,0.3399,0.0136,-2.9937,1.0204,0.9315,0.0708,0.9388,-0.2095,-0.0372,0.8752,-0.1195,-0.4765,-0.2254,0.1688,-0.3562,-0.66,-0.5555,0.2525,0.7594
TCGA-AG-A011-01,1.1547,0.7351,-0.512,3.2485,0.3116,0.5435,-3.6502,0.257,0.0179,2.1749,3.4102,1.3366,-0.1745,-0.7221,-0.8143,-1.5714,-0.6253,-0.573,1.3426,0.9665,0.8948,-0.768,-0.0758,-2.4761,-1.6357,1.4263,-1.4155,-1.1043,1.0752,-3.0515,-1.9674,0.3066
TCGA-AG-A014-01,0.6423,-1.729,-0.8264,1.117,0.2054,1.4379,-0.1822,-1.2395,0.2567,1.3853,1.1317,-1.2434,0.6589,2.1613,-0.9809,-1.3487,-0.0644,0.5848,1.0944,-0.3235,-3.2724,0.3492,1.7108,-0.6395,1.0907,-3.082,0.1577,0.0708,-0.8345,-1.0244,1.6974,-0.1917
TCGA-AG-A015-01,-0.3907,0.1766,-0.5638,-0.3533,-0.5219,-0.8352,0.2784,-1.1393,-0.8867,0.3894,0.4678,0.1972,0.6095,0.8521,0.1538,-0.9545,-0.6122,1.1676,0.5707,0.8098,1.414,0.8687,-0.0792,0.4245,-1.0441,-2.0485,-1.6158,-0.2255,-1.4881,1.1032,-0.1205,-0.6888
TCGA-AG-A016-01,0.249,-0.7698,-1.4519,2.3695,1.4378,2.3114,-0.5829,-0.7337,-0.4423,-1.2321,3.0716,0.4527,-0.0642,-0.1085,0.6349,-0.3103,-0.4561,-0.0581,1.7671,1.7242,-0.6419,1.4718,0.6993,1.089,0.9544,-0.2075,-0.9758,-1.0809,-1.4677,1.9207,1.1459,-1.3991
TCGA-AG-A01J-01,0.419,-0.1027,-0.8363,-0.2664,-2.1327,-1.1833,1.93,-0.5503,0.0844,0.2027,-0.5945,-0.947,0.9586,-0.8611,0.308,-0.3552,1.0261,2.0535,-0.9752,-0.9441,0.2496,1.4849,0.6224,-0.0505,-0.974,0.8581,0.5883,0.0924,-0.1391,-0.3734,0.402,-0.4216
TCGA-AG-A01L-01,0.9561,0.3797,-2.5141,0.6235,-0.1275,-0.1316,-0.1249,-1.7939,0.3887,0.1946,-0.0638,0.314,-0.3841,-0.2155,0.2422,0.9481,-0.2225,2.1696,0.7422,-0.4974,-0.4021,0.7439,-0.3404,-1.0261,-0.1002,-0.5591,0.6193,0.3685,-0.9032,0.3204,0.5675,-0.4148
TCGA-AG-A01N-01,0.7849,0.05,-1.1697,0.8423,1.1399,0.237,0.0638,1.6007,-0.6179,-0.3106,0.2362,0.3924,0.5154,-0.0428,0.626,-0.5506,0.27,0.3356,-0.8178,-1.4991,-1.3368,0.3866,0.3966,-1.4253,0.4456,-1.8297,-2.0111,-1.513,-0.0325,0.1053,1.7794,0.683
TCGA-AG-A023-01,0.1288,-0.6699,0.8856,0.6905,-0.0376,-0.5211,0.5159,-1.649,0.4954,1.4392,1.1547,0.2901,0.5019,-0.784,-0.1023,0.3981,1.2413,-0.1653,0.996,-0.1967,-0.0279,-0.4377,0.7064,-0.8774,-0.0175,0.4369,-2.1453,2.8558,1.0091,-1.4578,1.1125,0.7232
TCGA-AG-A025-01,0.8189,1.2602,-1.4744,1.1,-0.2068,-1.0615,1.1816,-0.8266,1.2825,1.9287,0.1472,-0.3873,0.5675,-0.258,0.7343,-0.1739,0.685,-2.1125,0.7302,0.2475,-0.2191,-2.2578,0.6023,0.5423,0.7606,1.092,-1.9605,0.5749,-0.521,0.1696,-1.5313,2.5676
TCGA-AG-A026-01,1.4207,0.0632,-0.2357,1.3657,0.3025,0.1834,0.9643,1.0375,-1.5419,0.5612,0.5957,0.2984,0.073,0.7194,2.4878,-1.5493,0.4088,0.8335,-0.323,0.5915,-0.5343,-0.152,0.5126,0.0832,-0.0434,-0.5563,1.8551,0.9624,0.821,-0.0974,0.5965,-0.3296
TCGA-AG-A02G-01,0.7564,0.0361,-0.3709,-1.1963,-1.9377,-0.4948,3.4873,-1.45,0.0407,1.0755,-0.7404,1.5469,0.7451,0.0404,2.8294,0.1668,1.1932,-1.4141,1.171,0.4148,-1.1509,-2.8266,0.9665,-0.0734,-0.455,1.2823,1.19,-0.719,-1.7404,0.21,0.0646,1.0874
TCGA-AG-A02X-01,-1.016,0.5837,0.089,-0.1331,0.3774,1.5826,-0.0512,-1.8926,-0.6983,0.4015,1.1512,0.8215,-0.5426,-0.0522,-0.0395,-0.6835,0.7088,-2.6471,0.5494,-0.1774,0.6811,0.189,-0.3293,0.5043,0.5777,-2.476,2.0619,2.1513,-1.4706,-0.4286,-2.9007,-1.744
TCGA-AG-A032-01,1.2424,0.3956,-0.8151,1.8156,-0.0257,-0.1224,-0.3587,0.3713,1.4918,2.0176,-0.6186,1.7231,1.8176,-0.0814,0.4826,0.4316,1.4771,1.0892,-0.7871,-0.0008,0.8016,0.8761,-0.6765,-0.6359,-0.3431,1.4245,0.6401,-0.3952,-0.4833,0.0658,0.6974,0.1643
